O|Lifecycle Services|Professional Services|Lifecycle Incentives (PS)|Cisco
O|Lifecycle Services|Professional Services|Lifecycle Incentives (PS)|Cisco
O|Lifecycle Services|Professional Services|Lifecycle Incentives (PS)|Cisco
C|Lifecycle Services|Managed Services
O|Lifecycle Services|Managed Services|Enterprise Managed Service (New)|Data#3
O|Lifecycle Services|Managed Services|Enterprise Managed Service (Renewal)|Data#3
O|Lifecycle Services|Managed Services|Onsite Managed Services (OMS)|Data#3
O|Lifecycle Services|Managed Services|Transition|Data#3
O|Lifecycle Services|Managed Services|Minor Works (existing account)|Data#3
O|Lifecycle Services|Managed Services|Other / Third Party|Data#3
O|Lifecycle Services|Managed Services|Azure Managed Service|Microsoft
O|Lifecycle Services|Managed Services|Managed Detection and Response|SecurityHQ
O|Lifecycle Services|Managed Services|Managed Endpoint Detection and Response|SecurityHQ
O|Lifecycle Services|Managed Services|Managed Vulnerability Management|SecurityHQ
O|Lifecycle Services|Managed Services|Managed Vulnerability Management|Tenable
O|Lifecycle Services|Managed Services|Managed Firewall|SecurityHQ
O|Lifecycle Services|Managed Services|Managed XDR|Microsoft
O|Lifecycle Services|Managed Services|Bespoke Service - Managed|Data#3
C|Lifecycle Services|Support Services
O|Lifecycle Services|Support Services|Microsoft Premier Support|Microsoft
O|Lifecycle Services|Support Services|Azure Platform Support|Microsoft
C|Lifecycle Services|Procurement & Asset Management
O|Lifecycle Services|Procurement & Asset Management|Compliance|Data#3
O|Lifecycle Services|Procurement & Asset Management|Technology Intelligence 360|Data#3
O|Lifecycle Services|Procurement & Asset Management|Bespoke Service - Consulting|Data#3
O|Lifecycle Services|Procurement & Asset Management|Bespoke Service - Managed|Data#3
O|Lifecycle Services|Procurement & Asset Management|Laptop Devices|Microsoft
